id;coord_x;coord_y
1;1915370.6;4222837.0
2;1913250.5;4222531.0
3;1913087.0;4223524.5
4;1914186.8;4224275.0
5;1912974.9;4225210.0
6;1912600.4;4222098.5
7;1914849.6;4222164.5
8;1914402.6;4224091.5
9;1915052.5;4224643.5
10;1915322.2;4224680.0
11;1913048.1;4222115.0
12;1914626.2;4223904.5
13;1914914.6;4222701.0
14;1913274.0;4223605.5
15;1912687.9;4222887.5
16;1913312.0;4223589.0
17;1914993.6;4222813.0
18;1914017.1;4222361.0
19;1914384.8;4223660.0
20;1913628.9;4222635.5
21;1915539.4;4224585.0
22;1912829.6;4221453.5
23;1914904.8;4222666.5
24;1914819.9;4223842.5
25;1914295.4;4224064.5
26;1914295.0;4223282.5
27;1913808.2;4223133.5
28;1915031.6;4224841.0
29;1913321.4;4224510.5
30;1915342.6;4225711.0
31;1915907.1;4223808.5
32;1914093.6;4221349.5
33;1913003.9;4223022.5
34;1912626.5;4222020.0
35;1914710.9;4221660.5
36;1915106.1;4224950.5
37;1913007.5;4223050.0
38;1912627.6;4221726.5
39;1914856.9;4220763.5
40;1912694.5;4222887.0
41;1915194.0;4222790.0
42;1915132.8;4222080.0
43;1912778.9;4222138.5
44;1913695.1;4223040.0
45;1915239.5;4222561.5
46;1912496.5;4224218.0
47;1912598.1;4223042.0
48;1915932.8;4223819.5
49;1912607.5;4221691.5
50;1915003.9;4224632.5
51;1912628.0;4221910.0
52;1914878.8;4222274.0
53;1914989.5;4222409.5
54;1914968.2;4222479.5
55;1913341.5;4224210.0
56;1914742.9;4225237.5
57;1912522.9;4223685.5
58;1914650.4;4223477.0
59;1913524.5;4225157.0
60;1915557.1;4223183.5
61;1914804.5;4225363.0
62;1915682.8;4223114.0
63;1912532.0;4223589.5
64;1913683.2;4224699.0
65;1912427.5;4222673.0
66;1915138.9;4221454.0
67;1914313.5;4222052.0
68;1913124.1;4221907.5
69;1912585.9;4221370.5
70;1912436.4;4222158.0
71;1915279.4;4223101.5
72;1915516.8;4222360.0
73;1912995.9;4223212.5
74;1913646.6;4223009.0
75;1913459.8;4223727.5
76;1912976.0;4225832.5
77;1914569.5;4222108.0
78;1915546.4;4224995.5
79;1914499.0;4221732.5
80;1913996.1;4221963.5
81;1914941.0;4222444.0
82;1913059.2;4225714.0
83;1914421.4;4223824.0
84;1912489.9;4222689.0
85;1915564.2;4222279.0
86;1914693.9;4225193.5
87;1912087.0;4226322.5
88;1912994.5;4225530.5
89;1915265.4;4222820.0
90;1915527.0;4222802.5
91;1912061.2;4226357.5
92;1914218.2;4222207.5
93;1914843.9;4222334.0
94;1912768.4;4222131.5
95;1915496.6;4222684.5
96;1912831.9;4221872.5
97;1915153.9;4225734.5
98;1913271.6;4223596.5
99;1912821.0;4224997.0
100;1915010.4;4222514.5
101;1914004.0;4221964.0
102;1914085.2;4223010.5
103;1914718.2;4225375.5
104;1913958.2;4224593.0
105;1913745.6;4225219.5
106;1912699.6;4223197.0
107;1915017.9;4225600.5
108;1914522.2;4223970.5
109;1912726.8;4221733.5
110;1912370.2;4222187.0
111;1914162.0;4224742.0
112;1915551.2;4222832.5
113;1913760.8;4223632.5
114;1915024.1;4225067.5
115;1912471.9;4223747.5
116;1915480.1;4222686.0
117;1914886.8;4223884.5
118;1914821.6;4222271.5
119;1915353.2;4224671.0
120;1914940.5;4224399.0
121;1912936.4;4225004.5
122;1914328.5;4224007.5
123;1914181.8;4221773.5
124;1914963.5;4223312.0
125;1914460.1;4223968.5
126;1912497.0;4222617.5
127;1913893.9;4224649.5
128;1912514.9;4223537.0
129;1915366.1;4225727.0
130;1913341.2;4223503.5
131;1913333.1;4223470.5
132;1912774.0;4221991.5
133;1913925.0;4221682.0
134;1916041.2;4222649.0
135;1914722.4;4224228.5
136;1913299.1;4223446.5
137;1913238.2;4225047.0
138;1915652.0;4224251.0
139;1913420.9;4225308.0
140;1913679.5;4223231.0
141;1914210.4;4224277.0
142;1915800.5;4224591.5
143;1915251.8;4222854.5
144;1915072.9;4224669.0
145;1912494.9;4225960.5
146;1914563.8;4221803.5
147;1914183.6;4223080.5
148;1915010.8;4222923.0
149;1914936.0;4223682.5
150;1913442.1;4224305.0
151;1913637.9;4223239.5
152;1914293.6;4221780.0
153;1915055.0;4222365.5
154;1915193.2;4222833.0
155;1912546.8;4223733.5
156;1914226.9;4222076.5
157;1914900.1;4225362.0
158;1915002.5;4221054.0
159;1913851.6;4222779.5
160;1914195.9;4222183.0
161;1914150.0;4222606.0
162;1914839.1;4222238.5
163;1915122.0;4225283.5
164;1914027.6;4222859.5
165;1913114.8;4225598.5
166;1914501.9;4221855.5
167;1915193.9;4225001.5
168;1915135.2;4221328.5
169;1914127.8;4222618.0
170;1914962.1;4221423.5
171;1913072.0;4225005.0
172;1912794.9;4221757.0
173;1912396.9;4222387.0
174;1915280.6;4221986.5
175;1914397.8;4221447.0
176;1913129.9;4225538.5
177;1915108.9;4222838.0
